S3000000029	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000030	i am looking for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000031	where is the restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000032	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000033	search for reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000034	search restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000035	i am looking to retrieve reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000036	please retrieve restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000037	where are restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000038	where is restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000039	i am looking to retrieve review .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000040	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000041	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000042	retrieve reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000043	find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000044	i am looking for restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000045	i need to retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000046	search restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000047	which are the restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000048	i am looking for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000049	find reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000050	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000051	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000052	find reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000053	enumerate restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000054	i need restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000055	please list restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000056	i want to search restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000057	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000058	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000059	i would like to retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000060	i would like reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000061	i want to find review	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000062	i would like to search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000063	what are the restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000064	where are the restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000065	i would like restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000066	i need restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000067	i want restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000068	search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000069	i need to search restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000070	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000071	where is restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000072	i am looking for restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000073	enumerate restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000074	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000075	what are restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000076	search for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000077	where is the restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000078	search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000079	i am looking for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000080	i want to find restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000081	where are restaurants .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000082	please list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000083	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000084	list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000085	i need to search for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000086	i would like reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000087	list restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000088	i want restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000089	get reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000090	please enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000091	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000092	i need to find reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000093	please list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000094	where are the restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000095	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000096	i need reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000097	please search reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000098	where are restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000099	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000100	search for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000101	find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000102	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000103	please find restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000104	which are the restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000105	please retrieve reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000106	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000107	i am looking for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000108	i am looking for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000109	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000110	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000111	find restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000112	search restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000113	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000114	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000115	retrieve restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000116	i want to search restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000117	where is the restaurants .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000118	list restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000119	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000120	which are restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000121	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000122	get reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000123	i would like restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000124	please retrieve restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000125	i need to retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000126	i want to search for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000127	which are restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000128	get reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000129	which are the restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000130	where is the restaurants	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000131	what are reviews ?	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000132	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000133	i am looking for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000134	list restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000135	where are the restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000136	i want to find reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000137	where are restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000138	search restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000139	please search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000140	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000141	retrieve restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000142	what are the restaurant ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000143	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000144	i need restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000145	find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000146	which are the restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000147	search restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000148	where are restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000149	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000150	enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000151	enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000152	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000153	get reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000154	please retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000155	i would like to retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000156	search for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000157	where are restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000158	i want to search restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000159	what are restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000160	find restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000161	i am looking to find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000162	i want to search restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000163	list restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000164	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000165	please list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000166	please retrieve reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000167	i want to search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000168	i would like restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000169	what are the reviews ?	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000170	please retrieve restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000171	which are the restaurant ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000172	i want reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000173	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000174	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000175	i would like restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000176	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000177	i want reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000178	i am looking for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000179	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000180	what are the restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000181	please find restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000182	search for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000183	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000184	what are restaurant ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000185	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000186	which are the restaurant ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000187	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000188	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000189	i would like to search restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000190	search for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000191	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000192	where is the restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000193	i would like to get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000194	i need restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000195	search for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000196	where is restaurants .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000197	where are restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000198	find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000199	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000200	where is restaurants .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000201	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000202	get reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000203	i would like restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000204	where are the restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000205	please list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000206	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000207	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000208	get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000209	i would like restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000210	retrieve restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000211	find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000212	i want to get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000213	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000214	i need restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000215	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000216	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000217	please list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000218	what are restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000219	i need to find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000220	please find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000221	where are restaurant .	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000222	i am looking for reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000223	please get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000224	list reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000225	i need reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000226	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000227	where are restaurant	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000228	i would like restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000229	enumerate restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000230	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000231	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000232	where is restaurants	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000233	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000234	i need restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000235	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000236	where are restaurants	now => [ param:geo:Location ] of ( @edu.stanford.cs294s.sierra.Restaurant ) => notify
S3000000237	please get restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000238	please find restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000239	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000240	please get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000241	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000242	get reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000243	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000244	please enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000245	i am looking for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000246	please find restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000247	please enumerate reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000248	i need to find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000249	search for reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000250	search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000251	i want restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000252	which are reviews ?	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000253	i would like to find reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000254	i need reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000255	i am looking to search for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000256	search restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000257	i need reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000258	enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000259	search for reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000260	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000261	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000262	enumerate restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000263	i would like to retrieve restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000264	please get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000265	i am looking to retrieve restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000266	i need to get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000267	i want to find reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000268	what are restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000269	search restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000270	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000271	i am looking to retrieve review .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000272	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000273	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000274	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000275	find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000276	i need to retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000277	please enumerate reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000278	i want restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000279	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000280	please retrieve restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000281	i would like restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000282	list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000283	get restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000284	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000285	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000286	i am looking to retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000287	list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000288	what are the restaurant ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000289	what are restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000290	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000291	i am looking for restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000292	find reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000293	i am looking for restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000294	list restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000295	retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000296	i want restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000297	search for restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000298	i am looking to find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000299	i would like restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000300	enumerate restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000301	please find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000302	i would like restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000303	i need restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000304	i want to find restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000305	i would like to find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000306	get restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000307	please search restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000308	i need to retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000309	please retrieve reviews	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000310	retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000311	i want to find reviews .	now => @edu.stanford.cs294s.sierra.Review => notify
S3000000312	retrieve restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000313	find restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000314	i want to retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000315	i would like restaurants	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000316	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000317	what are the restaurants ?	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000318	list restaurant	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000319	retrieve restaurant .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000320	please find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000321	i am looking to find restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
S3000000322	get restaurants .	now => @edu.stanford.cs294s.sierra.Restaurant => notify
